,Hotel_Names,Staff_Rating,Facilities_Rating,Cleanliness_Rating,Comfort_Rating,Value_For_Money_Rating,Location_Rating,Free_WiFi_Rating,Final_Grade
6546,cozy-room-in-shared-apartment-penthouse,7.1,6.7,6.6,6.6,7,7.6,8.3,6.4
6547,rothschild-22,8.9,8.6,8.7,8.9,8.4,9.6,8.4,8.7
6548,publica-isrotel-autograph-collection,8.8,8.7,9,9,8.3,8.7,8.6,8.5
6549,lighthouse-by-brown-hotels,8.9,8.5,8.7,8.8,8.3,9.3,8.4,8.6
6550,pepo-hostel,7.6,7.1,7.5,7.3,7.6,8.7,8.8,7.1
6551,beit-eshel-apartment,8.9,7.9,8.1,8.1,8.2,9.3,9,8.2
6552,king-39-s-rooftop-studios,9.3,8.5,9.1,8.8,8.4,9.2,8.3,8.7
6553,bnei-dan-youth-hostel,8.5,7.6,7.8,8,8.3,8.7,8.2,8
6554,debrah-brown-tel-aviv,9,8.7,8.9,8.9,8.5,9.3,9.5,8.8
6555,isrotel-tower-tel-aviv,8.2,7.4,8.2,8.3,7.1,8.9,8,7.6
6556,shenkin-boutique,9.3,8.7,9,8.9,8.3,9.4,8.9,8.7
6557,muse-tlv,9.4,8.6,9.1,9,8.6,9.5,9.5,8.7
6558,maxim-tel-aviv-ltd,8.8,8.3,8.8,8.6,8.3,9.6,8.8,8.6
6559,moriah-plaza-tel-aviv,8.5,7.8,8,8.3,7.6,9.2,7.9,8
6560,crowne-plaza-tel-aviv,8.4,7.7,8.2,8.3,7.4,9.3,8.6,8
6561,suncity-beach-apartment,8.7,8.2,8.4,8.4,8.3,9.5,8.6,8.3
6562,kfar-maccabiah-suites,8.4,7.8,8,8.2,7.4,8.4,7.9,7.8
6563,rockapartments,8.9,8.6,8.9,8.9,8.5,9.5,9,8.7
6564,imperial,7.6,5.8,5.9,6.3,6.3,8.9,6.1,6.3
6565,the-poli-house,8.8,8.4,8.7,8.6,8,9.4,8.4,8.4
6566,75,9.3,8.5,8.9,8.6,8.3,9.2,8.6,8.6
6567,herzliya-marina-by-beach-apartments-tlv,0,0,0,0,0,0,0,7.9
6568,blue-sea-marble,8.9,7.3,8,7.7,7.5,9.1,8.8,7.8
6569,selina-neve-tzedek,9,8.1,8.4,8.3,8.1,9.4,9.2,8.2
6570,bobo,9,8.2,8.6,8.7,8.3,9.4,8.8,8.3
6571,gordon-lounge,7.7,7.1,7.1,7.4,6.9,9.2,4.6,7.3
6572,the-roof-by-sea-land-suites,9.5,9.1,9.1,9,8.9,9.4,9,9.1
6573,west-ashdod-botique,8.6,8,8.7,8.8,7.8,9.2,8.6,8.3
6574,art,9.6,9.2,9.5,9.3,9,9.4,9.5,9.1
6575,tal,9,8.6,9,8.9,8.4,9.3,9,8.7
6576,sun-city,8.2,6.8,7.6,7.2,7.2,8.5,7.2,7
6577,the-savoy-tel-aviv-sea-side,9.3,8.4,8.9,8.8,8.2,9.6,8.8,8.6
6578,miami,8.9,7.6,8.3,8,7.8,9.4,8.7,8
6579,embassy-hotel-tel-aviv,9.2,8.5,9,8.8,8.3,9.3,9.2,8.6
6580,arbel-apartment,9.6,8.9,9.4,9.4,8.7,9.5,9.3,9.2
6581,market-house-an-atlas-boutique,9.6,8.9,9.2,9.1,8.6,9.7,8.9,9
6582,dream-suite-by-the-beach-parking-amp-pool-amp-gym,0,0,0,0,0,0,0,8
6583,florentinhouse,9.4,8.9,9.5,9.3,9,9.3,9.1,9.1
6584,dizengoff-avenue,9.5,8.5,8.7,8.7,8.3,9.6,9.2,8.7
6585,prima-tel-aviv,9,8.1,8.6,8.4,7.9,9.5,8.6,8.4
6586,ultra-tel-aviv,9.2,8.7,9.2,8.9,8.5,9.4,8.9,8.8
6587,colorbox-an-autonomous-hotel-by-loginn,7.9,7.8,8,7.9,7.9,9.1,9.2,7.7
6588,house-of-palm-luxury-collection,8.7,8.4,8.9,8.8,8.3,9.7,8.3,8.7
6589,armon-hayarkon,8.3,7.6,8.1,8.1,8,8.9,9.2,7.9
6590,trieste,9.2,8.9,9,9.2,8.7,9.8,9.6,9
6591,roger-39-s-house-tel-aviv,8.8,8,7.6,7.9,8.3,8.6,8.1,8.1
6592,beit-bachar-by-fattal,9.6,9.1,9.6,9.6,9.1,9.9,9.5,9.3
6593,saul,9.7,9.3,9.7,9.6,8.9,9.7,9.6,9.4
6594,residence-suites,8.3,7,7.4,7.5,7,9,7.5,7.3
6595,nechamya-20,9.5,8.3,8.4,8.2,8.1,9.5,8.1,8.4
6596,ruby,8.8,9.3,9.6,9.3,8.9,9.8,9.5,9.2
6597,liber-sea-shore-suites,8.6,7.1,7.7,7.5,7.5,9.4,8.7,7.6
6598,kalvin-boutique-tel-aviv,9.2,8.3,8.7,8.5,8.5,8.4,8.7,8.4
6599,jacob-samuel-tel-aviv,9,8.3,8.9,8.9,8,9.4,9.2,8.6
6600,residence-26,9,8.1,8.4,8.3,8.5,6.9,7.9,8
6601,motel-hofim,7.5,6.5,7.5,7,6.8,8.3,6.2,6.4
6602,gorgeous-apartments-amp-balcony-39-s-in-the-vibrant-flea-market,9.7,9.5,9.7,9.6,9.3,9.7,7.5,9.5
6603,king-gallery,9.5,9.2,9.3,9.4,9.4,9.7,9.4,9.3
6604,hermitage,7.7,6.5,7.4,7.1,6.3,7.8,7.5,6.6
6605,home4trip-bat-yam,8.5,8.2,8,7.7,8.4,8.8,7.5,8.3
6606,david-intercontinental-tel-aviv,8.3,8,8.3,8.4,6.8,8.8,8,7.9
6607,assemblage-suites,8.9,9,9.1,9.1,8.8,9.5,9.6,9
6608,old-jaffa-hostel,8.8,7.3,7.3,7.1,7.6,9.1,8.9,7.8
6609,arc,9.9,9.8,9.9,9.8,9.3,9.8,9.4,9.7
6610,designed-luxury-room-near-tlv,9.3,8.7,8.7,8.5,8.8,8.6,10,8.2
6611,alma-and-lounge,7.4,7,7.3,7.6,6.6,9,7.5,6.8
6612,lily-amp-bloom,9.5,8.8,9.2,9.2,8.6,9.5,8.8,8.9
6613,elis,7.9,6.4,7,6.8,7.1,8.5,6,6.9
6614,allenby-classic-and-modern-studio-apartments-tl-byb-ypv,9,9.1,9.4,9.2,8.9,9.2,9.2,8.9
6615,diaghilev,8.6,7.7,8.4,8.5,8,9.2,8.8,8.2
6616,ritz-carlton,9,8.7,9.1,9.1,8.1,9.3,8.1,8.7
6617,beach-apartments-tlv-exclusive,8.5,8.1,8.1,8.2,7.6,8.9,10,8.1
6618,the-vera,9.8,9.5,9.7,9.6,9,9.7,9.3,9.4
6619,eden-house-premier,8.5,7.3,7.8,7.7,7.5,9.1,8.8,7.5
6620,levontlv,8.8,7.8,8.1,7.9,7.8,8.9,10,8
6621,abratel-suites,9.3,8.1,8.8,8.6,8.3,9.7,9.8,8.5
6622,perfect-sea-view,8.3,7.3,7.2,7.4,7.6,9,7.5,7.7
6623,lala,9.9,9.1,9.6,9.2,9.3,8.6,8.8,9.3
6624,mr-katinsky-tel-aviv-yafo,8.4,8.7,9,8.9,8.2,9.4,8.6,8.7
6625,rvzh-khdrym-ykvtyym,9,9,9.1,9,8.9,9.5,8.9,8.8
6626,mr-ben-yehuda-by-tlv2go,8.7,9.2,9.1,9.2,8.5,9.4,5,8.9
6627,luxury-apartments-best-location,9.5,8.7,8.5,9,8.9,9.7,10,8.7
6628,loginn-pink-amp-blondie,7.3,6.9,7.1,7.4,7.1,9.1,7.8,7
6629,herods-herzliya,8.4,8,8.6,8.6,7.8,8.9,9.1,8.2
6630,apartment-ben-gurion,9,8.3,7.9,8.3,8.6,9.2,9.2,8.4
6631,house-in-shalma,9.8,9.4,9.7,9.6,9.4,9.1,10,9.4
6632,mr-louis,9.6,9.6,9.9,9.8,9.4,9.9,10,9.6
6633,nordoy,8.9,8.6,9,9.1,8.1,9.4,8.5,8.7
6634,al-boutique,9,8,8.6,8.4,8.1,9.3,8.8,8.2
6635,ness-ziona,8.4,7.1,7.5,7.4,7.7,9,7.8,7.6
6636,port,9.2,8,8.7,8.3,7.8,8.9,8.9,8.3
6637,sam-amp-blondi,9.1,8.9,9.2,9.2,8.5,9.6,8,9
6638,hakerem-apatrments-by-39-master-39,9.7,9.5,9.3,9.4,9.1,9.5,9.6,9.4
6639,inta,9.2,8.4,9.1,8.9,8.6,8.8,8,8.8
6640,the-rothschild-tel-aviv,8.3,7.9,8.9,8.6,7.6,9.3,8.3,8.1
6641,gordon-83-apartments,8.5,8.5,8.2,8,7.8,9.2,10,8.2
6642,sheraton-tel-aviv-towers,8.2,8.1,8.6,8.6,7,9.1,7.5,7.9
6643,mendeli-street-hotel,8.7,8.1,8.7,8.5,7.9,9.4,9.1,8.5
6644,tel-aviv-home,9.1,8.8,8.6,8.9,8.6,9.4,8.8,8.8
6645,play-midtown-hoteltel-aviv,8.8,8.7,9,8.9,8.7,9,8.8,8.7
6646,alexander-suites,8.7,8.1,8.5,8.7,7.7,9.3,7.8,8.3
6647,beutifull-view-of-batyam,9.2,9,9.6,9.2,9,9.6,10,9
6648,cucu,9.4,8.8,9.1,8.9,8.4,9.6,9,8.9
6649,ykhydt-yrvkh-mvsdvt-byt-l,0,0,0,0,0,0,0,7.9
6650,sea-executive-suites,8.7,8.5,8.9,8.9,8.2,9.5,8.9,8.6
6651,club-house-luxury-seaside-apartments-tel-aviv,8.2,8.2,8.1,8.2,7.7,9.5,7.9,8.2
6652,apartment-tel-aviv-yafo,9.1,9.2,9.4,9.5,9,9.8,9.2,9.3
6653,herbert-samuel-by-the-beach,7.5,6.8,7,7.3,6.8,9.4,8.7,7.1
6654,luxurious-penthouse-apartment,9.4,9,9,9.1,8.9,9.6,10,9.1
6655,jojo,9.4,9.1,9.2,9,8.5,8.8,7.5,8.9
6656,luxury-sea-view-apartment,7.7,7.1,7.5,7.9,7.4,9.3,7.5,7.5
6657,sea-view-one-minute-from-beach-amazing-prime-location,8.9,8.5,8.5,8.3,8.2,9,10,8.6
6658,apartment-etsel-bat-yam,0,0,0,0,0,0,0,9.2
6659,apartment-in-bat-yam-with-sea-view,0,0,0,0,0,0,0,8.7
6660,yaavetz-apartments-by-tlv2go,8.1,8.8,9.3,9.1,8,9.3,8.8,8.7
6661,bauhaus-boutique-by-tlv2rent,0,0,0,0,0,0,0,8.8
6662,beachfront-apartments-tel-aviv,0,0,0,0,0,0,0,7.6
6663,sheinkin-apartments-by-master,9.7,9.6,9.5,9.6,9.3,9.8,8.9,9.5
6664,inspirational-apartment,9.9,9.7,9.8,9.6,9.6,9.7,9.4,9.7
6665,link-hub-tel-aviv,9,8.7,9.1,8.8,8.2,8.6,9.2,8.5
6666,indigo-tel-aviv-diamond-exchange,8.3,7.6,8.3,8.1,7.1,7.6,8.1,7.7
6667,inner-city-collection,8.4,8,7.8,8.1,7.8,9.3,5.6,7.9
6668,nahalat-yehuda-residence-jaffa-tel-aviv,7.5,6.8,6.8,6.9,7.3,6.8,6.7,6.7
6669,m-sea-suites-by-the-beach,7.4,6.7,7.1,7.4,6.8,9.3,6.2,7.1
6670,hirschenberg-14,0,0,0,0,0,0,0,8.9
6671,spat-vip-apartment,0,0,0,0,0,0,0,8
6672,brown-tlv,8.5,7.4,8,7.9,7,9.1,9.2,7.7
6673,carmel-market-apartments,0,0,0,0,0,0,0,8.1
6674,raines5-tlv,9.3,9.2,9.2,9.4,8.9,9.8,9.2,9.2
6675,apartment-etsel-bat-yam,0,0,0,0,0,0,0,9.2
6676,sea-tel-aviv-yafo,8.6,8.2,8.2,8.4,8.2,9.8,7,8.5
6677,apartment-in-bat-yam-with-sea-view,0,0,0,0,0,0,0,8.7
6678,yaavetz-apartments-by-tlv2go,8.1,8.8,9.3,9.1,8,9.3,8.8,8.7
6679,bauhaus-boutique-by-tlv2rent,0,0,0,0,0,0,0,8.8
6680,beachfront-apartments-tel-aviv,0,0,0,0,0,0,0,7.6
6681,marine-heights,9,8.1,8.6,8.7,8.3,9.4,10,8.5
6682,sheinkin-apartments-by-master,9.7,9.6,9.5,9.6,9.3,9.8,8.9,9.5
6683,inspirational-apartment,9.9,9.7,9.8,9.6,9.6,9.7,9.4,9.7
6684,sea-view-apartments-on-mezizim-beach,0,0,0,0,0,0,0,9.3
6685,penthouse-old-jaffa,9.9,9.4,9.8,9.8,9,9.8,8.8,9.6
6686,link-hub-tel-aviv,9,8.7,9.1,8.8,8.2,8.6,9.2,8.5
6687,indigo-tel-aviv-diamond-exchange,8.3,7.6,8.3,8.1,7.1,7.6,8.1,7.7
6688,inner-city-collection,8.4,8,7.8,8.1,7.8,9.3,5.6,7.9
6689,nahalat-yehuda-residence-jaffa-tel-aviv,7.5,6.8,6.8,6.9,7.3,6.8,6.7,6.7
6690,m-sea-suites-by-the-beach,7.4,6.7,7.1,7.4,6.8,9.3,6.2,7.1
6691,hirschenberg-14,0,0,0,0,0,0,0,8.9
6692,spat-vip-apartment,0,0,0,0,0,0,0,8
6693,brown-tlv,8.5,7.4,8,7.9,7,9.1,9.2,7.7
6694,carmel-market-apartments,0,0,0,0,0,0,0,8.1
6695,raines5-tlv,9.3,9.2,9.2,9.4,8.9,9.8,9.2,9.2
6696,jaffa-experience-home,9.1,8.4,8.7,8.8,8.2,10,7.5,8.5
6697,amazing-apartments-best-location-nachala-street,9.3,8.9,8.9,8.9,8.5,9.6,7.5,8.9
6698,the-david-kempinski-tel-aviv-tel-aviv-yafo,7.9,8.4,9.1,9.6,7.5,9.7,10,8.3
6699,the-norman-tel-aviv-tel-aviv,9.1,9.3,9.6,9.7,8.1,9.6,8.6,9.2
6700,ben-akhituv-street-8,8.9,8.9,8.8,8.9,8.4,8.3,8.8,8.7
6701,marina-village,9.6,8.9,9.5,9.3,9.3,9.8,9.6,9.2
6702,miraks-harav-kuk,9.2,7.8,7.9,7.9,8,9.4,7.5,8
6703,yarkon-by-beach-apartments-tlv,7.2,7.4,7.1,7.1,6.8,9.1,7.5,7.3
6704,ziv-apartments-hovevei-tsiyon-5,9.7,9.7,9.7,9.1,9.1,10,10,9.6
6705,apartment-leonardo,0,0,0,0,0,0,0,8.9
6706,renoma-apartments,9.9,9.7,9.9,9.8,9.4,9.8,9.3,9.7
6707,searooftop-47-wersuites-47-tlv-beach-47-80m2roof-47-privateparking-tel-aviv-yafo,8.2,7.7,8,8,7.5,8.7,8.3,7.9
6708,22-brkyh,8.4,7.9,8.2,8.2,7.2,6.9,6.2,7.5
6709,allen-be-29,8.5,8.6,9,8.7,7.8,9,10,8.5
6710,stunning-sunny-amp-clean-apt-in-artistic-old-jaffa,8.3,8.1,7.7,7.8,7.8,8.8,2.5,8
6711,simone-garden-raanana,8.3,7.9,7.3,7.9,7.7,8.8,10,7.8
6712,boutique-apartment-tel-aviv-yafo1,9.6,9.4,9.4,9.6,9.2,9.7,9.5,9.3
6713,kedem-by-beach-apartments-tlv,8.1,8.3,8.5,8.6,8.2,8.7,8.3,8.2
6714,the-house-of-de-picciotto,9.9,9.8,9.8,9.5,9.3,9.2,7.5,9.5
6715,family-vacation-rental-jaffa-sea-view-luxury-fully-equipped-penthouse-120m-only-,9.4,8.8,8,8.6,8.7,9.8,5,8.7
6716,36-geula-by-beach-apartments-tlv,8.2,8.4,8.6,8.4,8.1,9.4,8.1,8.3
6717,sea-n-39-rent-arlozorov-8,0,0,0,0,0,0,0,9.8
6718,kerens-apartments-by-sea-n-rent,0,0,0,0,0,0,0,7.8
6719,laguna-water-front-2bdr-pool-47-parking-47-gym,0,0,0,0,0,0,0,9.7
6720,water-front-luxury-family-apartment-herzliya,7.9,7.9,7.1,8.2,7.5,10,8.8,8
6721,chrysler-residence,9.8,9.6,9.7,9.5,9.1,9.1,10,9.3
6722,mr-ambassador-by-royal-rent,0,0,0,0,0,0,0,8.8
6723,gordon-81-sea-n-39-rent,0,0,0,0,0,0,0,0
6724,sweet-home-on-the-beach,0,0,0,0,0,0,0,8.7
6725,gordon-beach-new-3-bedroom-apartment-free-parking,0,0,0,0,0,0,0,8.6
6726,ben-yurion-3br-on-the-beach,0,0,0,0,0,0,0,8.7
6727,beach-apartment-tlv,0,0,0,0,0,0,0,8.2
6728,authentic-sea-view-jaffa-home,8.4,8.8,8.8,9.1,8.4,7.5,7.5,8.7
6729,amazing-penthouse-midtown-tlv,0,0,0,0,0,0,0,9.8
6730,luxury-neve-tsedek-3br-apartment,0,0,0,0,0,0,0,8.5
6731,bat-yam-luxery-sea-view-suite,9.8,9.4,9.5,9.4,9.1,9.4,10,9.2
6732,elena-apartments,8.3,7.8,7.7,7.8,7.4,9.3,10,8
6733,seanrent-apartments-herbert-samuel-street,0,0,0,0,0,0,0,6.7
6734,ziv-apartments-hayarkon-196,0,0,0,0,0,0,0,8.3
6735,mlvn-dyrvt-tl-byb-bt-ym-mvl-khvp-hym-1207,7.8,6.9,7.2,7.5,7.8,9.7,10,7.6
6736,talnet-apt-telaviv,0,0,0,0,0,0,0,8.2
6737,ben-yehuda-duplex,0,0,0,0,0,0,0,8.5
6738,dave-tlv-by-brown-hotels,9.5,8.6,8.8,8.7,8.4,9.5,9.4,8.8
6739,miraks-ha-yarkon,0,0,0,0,0,0,0,7.4
6740,seanrent-apartments-hayarkon-67,0,0,0,0,0,0,0,8
6741,seanrent-apartments-frug-street,0,0,0,0,0,0,0,0
6742,luka-15-by-beach-apartments-tlv,0,0,0,0,0,0,0,7.7
6743,23-hovevei-tsiyon-street-by-beach-apartments-tlv,0,0,0,0,0,0,0,7.1
6744,charming-boutique-studio-in-the-heart-of-tel-aviv,8,6.7,7.5,6.6,6.7,8.7,10,7
6745,benjamin-herzliya-business,8.4,7.8,8.4,8.2,7.6,8.3,8.1,8.1
6746,meir-39-s-casa,0,0,0,0,0,0,0,7.9
6747,beach-apartment-herzliya,10,9.8,9.8,9.7,9.7,10,10,9.9
6748,o-amp-o-group-vision-126,0,0,0,0,0,0,0,10
6749,shelly-39-s-home-boutique-aparments,8.9,8.2,9.8,8.9,7.7,9.1,7.5,8.6
6750,feelhome-apartments-yishkan-street,0,0,0,0,0,0,0,8.8
6751,charming-3-bdr-apt-2-min-from-the-beach-tl-51,0,0,0,0,0,0,0,9.5
6752,herzylia-get-a-way-w-47-swimming-pool-by-sea-n-39-rent,0,0,0,0,0,0,0,8.4
6753,lagoon-amaizing-water-front-3-herzliya,0,0,0,0,0,0,0,0
6754,beautiful-and-design-apt-in-the-heart-of-neve-tzedek-terrace-n10,0,0,0,0,0,0,0,9.8
6755,etty-39-s-house-boutique,9.2,8.5,9.3,8.9,8.3,8.6,10,8.6
6756,180-boutique-hostel,9,7.9,8.1,8.1,8.3,9.6,8.3,8.1
6757,sea-net,8.3,7.3,7.7,7.6,7.8,8.9,8.3,7.5
6758,haogen4,0,0,0,0,0,0,0,9.5
6759,luxury-2-bdr-duplex-with-amazing-sea-view-terrace,0,0,0,0,0,0,0,9.3
6760,4-br-apartment-neer-the-beach,0,0,0,0,0,0,0,0
6761,idelson,7.6,6.6,7,7,7,8.6,7.6,6.9
6762,rothschild-rooms,9.1,8.7,9.1,8.8,8.6,8.6,7.5,8.7
6763,golden-house-by-brown-hotels,9.5,8.8,9.1,9.1,9,9.6,9.2,9
6764,sea-n-39-rent-ramat-aviv,0,0,0,0,0,0,0,7
6765,comfort,7.1,5.9,6.1,6.1,6.2,8.3,7.7,6.1
6766,nywelaviv,8.6,8.3,8.5,8.4,7.9,7.7,7.5,8.1
6767,seanrent-apartments-bar-kokchva-street,0,0,0,0,0,0,0,7.5
6768,dizengoff-208-tel-aviv,9,8.3,8.8,8.7,8.6,9.5,9,8.6
6769,a-dream-place-in-raanana,0,0,0,0,0,0,0,7.7
6770,wom-allenby-by-brown-hotels,9.2,7.9,8.2,7.5,8,9.3,9.8,7.8
6771,best-flats-in-florentin,0,0,0,0,0,0,0,7.3
6772,marina-tel-aviv,6.9,5.9,6,6.1,5.7,8.1,6.6,6.1
6773,bugrashov-rooms,8.8,6.9,6.9,7.2,8.2,9.8,6.2,7.2
6774,cozy-room-in-shared-apartment-penthouse,7.1,6.7,6.6,6.6,7,7.6,8.3,6.4
6775,etty-39-s-house-boutique,9.2,8.5,9.3,8.9,8.3,8.6,10,8.6
6776,180-boutique-hostel,9,7.9,8.1,8.1,8.3,9.6,8.3,8.1
6777,sea-net,8.3,7.3,7.7,7.6,7.8,8.9,8.3,7.5
6778,haogen4,0,0,0,0,0,0,0,9.5
6779,luxury-2-bdr-duplex-with-amazing-sea-view-terrace,0,0,0,0,0,0,0,9.3
6780,4-br-apartment-neer-the-beach,0,0,0,0,0,0,0,0
6781,idelson,7.6,6.6,7,7,7,8.6,7.6,6.9
6782,rothschild-rooms,9.1,8.7,9.1,8.8,8.6,8.6,7.5,8.7
6783,golden-house-by-brown-hotels,9.5,8.8,9.1,9.1,9,9.6,9.2,9
6784,sea-n-39-rent-ramat-aviv,0,0,0,0,0,0,0,7
6785,comfort,7.1,5.9,6.1,6.1,6.2,8.3,7.7,6.1
6786,nywelaviv,8.6,8.3,8.5,8.4,7.9,7.7,7.5,8.1
6787,seanrent-apartments-bar-kokchva-street,0,0,0,0,0,0,0,7.5
6788,dizengoff-208-tel-aviv,9,8.3,8.8,8.7,8.6,9.5,9,8.6
6789,a-dream-place-in-raanana,0,0,0,0,0,0,0,7.7
6790,wom-allenby-by-brown-hotels,9.2,7.9,8.2,7.5,8,9.3,9.8,7.8
6791,best-flats-in-florentin,0,0,0,0,0,0,0,7.3
6792,marina-tel-aviv,6.9,5.9,6,6.1,5.7,8.1,6.6,6.1
6793,bugrashov-rooms,8.8,6.9,6.9,7.2,8.2,9.8,6.2,7.2
6794,cozy-room-in-shared-apartment-penthouse,7.1,6.7,6.6,6.6,7,7.6,8.3,6.4
6795,lagoon-view-3bd-huge-family-apartment,0,0,0,0,0,0,0,7.5
6796,brut-tel-aviv-by-brown-hotels,8.5,7.8,8.4,8.4,8.1,8.9,8.5,8
6797,rothschild-22,8.9,8.6,8.7,8.9,8.4,9.6,8.4,8.7
6798,villa-miami,0,0,0,0,0,0,0,8
6799,feelhome-israel-apartments-herzliya-marina,6.2,7.2,7.5,7.8,6.6,8.8,2.5,7.1
6800,mr-montana-by-tlv2go,8.6,8.7,8.7,9.2,8.1,9.5,7,8.5
6801,leonarrdo-city-tower-tel-aviv-ex-sheraton-city-tower,8.6,8,8.1,8.3,7.8,8.5,8.8,8.1
6802,hostel-bu93,7.3,5.8,5.7,5.9,6.6,8.3,8.2,5.6
6803,momos-hostel,7.3,5.2,5.5,5.2,6,8.3,6.1,5.7
6804,sky-hostel,6.8,4.5,4.7,4.6,5.1,7.6,5.8,4.7
6805,lusky-suites,8.7,8,8.5,8.5,8.1,9.6,9.4,8.4
6806,berdichevsky,9.1,8.4,8.9,8.7,8.5,9.5,8.1,8.7
6807,armon-yam-batyam-israel,8.5,8,8.6,8.4,7.9,9,8.2,8.2
6808,79-rothschild-stay,7.5,6.7,7.1,7,6.7,7.7,6.4,6.6
6809,brown-beach-house-tel-aviv,8.8,8.1,8.4,8.4,7.9,9.3,8.2,8.2
6810,crowne-plaza-city-centre-tlv,9.1,8.6,9.2,9.2,8.4,9,9.1,8.8
6811,market-place-tel-aviv-yafo,6.7,6.2,6.2,6,5.9,8.4,5,6
6812,ink,9.8,9.4,9.7,9.7,9.1,9.5,9.8,9.5
6813,unique-ashdod,9.3,8.4,9,8.9,8.6,7.4,7.5,8.6
6814,4-bedroom-rotschild-tower,0,0,0,0,0,0,0,0
6815,nice-studios-on-ben-yehuda-str,9,8.4,8.8,8.7,8.5,9.7,9,8.5
6816,meir-39-s-boutique-guesthouse,9.1,9,9.4,9.1,9,9.3,10,9
6817,joseph,9.6,8.8,9.2,9.1,8.9,8.9,9,8.9
6818,rena-39-s-house,9.2,8.8,9,8.8,8.9,9.2,9,8.9
6819,feelhome-israel-apartments-neve-tsedek,0,0,0,0,0,0,0,9.3
6820,montefiore-tel-aviv,9.5,9.2,9.5,9.4,8.8,9.7,9,9.3
6821,yamitpplaza,7.9,7.3,7.7,7.8,7.1,9,8.1,7.5
6822,ezore-yam-apartmens,0,0,0,0,0,0,0,9.2
6823,wonderful-garden-apartment,9.3,8.8,9.2,8.8,8.6,9.4,8.3,8.8
6824,carlton-tel-aviv,8.6,8,8.4,8.4,7.2,9.2,8.4,8.1
6825,carlton-tel-aviv,8.6,8,8.4,8.4,7.2,9.2,8.4,8.1
6826,ben-yehuda-apartments,9,8.2,8.6,8.4,8.1,9.3,9.1,8.4
6827,gk-lux-apartmets-10a,0,0,0,0,0,0,0,9.7
6828,residence-77,8.7,7.4,7.7,7.6,7.6,8.8,9.2,7.6
6829,oliver,8.6,9.1,9.4,9.3,8.7,9.1,8.6,8.9
6830,unique-3bdr-roof-top-sea-view-step-to-neve-tsedek-tl48,0,0,0,0,0,0,0,0
6831,gk-apartment-yerushalayim-st,0,0,0,0,0,0,0,0
6832,svr-lh-mr,9.5,8.5,8.8,8.8,8.5,9.4,8.8,8.7
6833,leonardo-plaza-ashdod,7.5,7,7.2,7.4,6.5,8,8,6.9
6834,hacarmel-apartment,5.7,4.6,5,5.2,5,6.2,6.5,4
6835,spat-rooms-vip,8.3,7.8,8.3,7.8,7.5,7.5,2.5,7
6836,tel-aviving-com,8.5,6.8,7,6.9,6.8,9.1,5,7.3
6837,sea-land,9.1,8.2,8.4,8.2,8,9.3,9.2,8.3
6838,polihosts-old-jaffa,8.9,8.3,8.4,8.3,8.8,9.5,8.8,8.5
6839,levinsky-and-rothschild-studios,7.3,6.6,7,6.8,7.2,7.9,10,6.6
6840,grand-beach-tel-aviv,7.5,6.6,7.2,7.2,6.6,8.4,7.9,6.7
6841,dan-panorama-tel-aviv,8.3,7.9,8,8.2,7,8.9,7.5,8
6842,studios-next-to-rothschild,0,0,0,0,0,0,0,5.2
6843,best-western-regency-suites,9.2,8.7,9,8.9,8.3,9.5,10,8.8
6844,cozy-apartment-best-location-10-min-from-tlv,0,0,0,0,0,0,0,0
6845,west,7.7,7.4,7.6,7.9,7.1,8.1,8.2,7.3
6846,dizengoff-avenue,9.5,8.5,8.7,8.7,8.3,9.6,9.2,8.7
6847,spat-ashdod,7.2,6.1,6.9,6.6,5.9,7.4,6.4,6.2
6848,spat-apartments,7.6,8,8.1,7.5,7.9,8.8,6.2,7.9
6849,ultra-tel-aviv,9.2,8.7,9.2,8.9,8.5,9.4,8.9,8.8
6850,carlton-tel-aviv,8.6,8,8.4,8.4,7.2,9.2,8.4,8.1
6851,ben-yehuda-apartments,9,8.2,8.6,8.4,8.1,9.3,9.1,8.4
6852,gk-lux-apartmets-10a,0,0,0,0,0,0,0,9.7
6853,unique-3bdr-roof-top-sea-view-step-to-neve-tsedek-tl48,0,0,0,0,0,0,0,8.8
6854,gk-apartment-yerushalayim-st,0,0,0,0,0,0,0,0
6855,svr-lh-mr,9.5,8.5,8.8,8.8,8.5,9.4,8.8,8.7
6856,leonardo-plaza-ashdod,7.5,7,7.2,7.4,6.5,8,8,6.9
6857,hacarmel-apartment,5.7,4.6,5,5.2,5,6.2,6.5,4
6858,spat-rooms-vip,8.3,7.8,8.3,7.8,7.5,7.5,2.5,7
6859,tel-aviving-com,8.5,6.8,7,6.9,6.8,9.1,5,7.3
6860,sea-land,9.1,8.2,8.4,8.2,8,9.3,9.2,8.3
6861,polihosts-old-jaffa,8.9,8.3,8.4,8.3,8.8,9.5,8.8,8.5
6862,levinsky-and-rothschild-studios,7.3,6.6,7,6.8,7.2,7.9,10,6.6
6863,grand-beach-tel-aviv,7.5,6.6,7.2,7.2,6.6,8.4,7.9,6.7
6864,dan-panorama-tel-aviv,8.3,7.9,8,8.2,7,8.9,7.5,8
6865,studios-next-to-rothschild,0,0,0,0,0,0,0,5.2
6866,best-western-regency-suites,9.2,8.7,9,8.9,8.3,9.5,10,8.8
